0,0,0,0,0,912.942001,0,0,0,0,876.152900,0,0,0,0,882.977517,0,0,0,0,875.975140,0,0,0,0,0
0,0,0,0,0,827.108747,0,0,0,0,753.197631,0,0,0,0,766.981557,0,0,0,0,752.843906,0,0,0,0,0
0,0,0,0,0,743.720399,0,0,0,0,632.037159,0,0,0,0,653.041893,0,0,0,0,631.506183,0,0,0,0,0
0,0,0,0,0,663.916859,0,0,0,0,513.515545,0,0,0,0,542.115108,0,0,0,0,512.804454,0,0,0,0,0
51.756344,64.318809,80.061485,99.515729,123.215953,588.735671,185.346466,224.607257,269.710276,320.762521,377.677678,373.080577,374.748421,383.118038,398.335391,420.243063,398.176679,382.798571,374.264087,372.425146,376.840435,319.920315,268.852773,223.728921,184.444070,150.745881
0,0,0,0,0,519.088977,0,0,0,0,334.302436,0,0,0,0,366.231949,0,0,0,0,333.088965,0,0,0,0,0
0,0,0,0,0,455.748471,0,0,0,0,274.347113,0,0,0,0,302.161835,0,0,0,0,272.807821,0,0,0,0,0
0,0,0,0,0,399.338695,0,0,0,0,218.500883,0,0,0,0,242.873620,0,0,0,0,216.626228,0,0,0,0,0
23.666612,27.422457,32.299030,38.584485,46.614125,350.338263,69.473550,85.184866,104.385019,127.564845,155.182724,148.795372,147.603797,151.883410,161.829519,177.549560,161.437152,151.094639,146.410053,147.182586,153.120758,125.541805,102.373014,83.174084,67.461184,54.757856
0,0,0,0,0,309.087870,0,0,0,0,144.404773,0,0,0,0,162.385858,0,0,0,0,141.479646,0,0,0,0,0
0,0,0,0,0,275.803395,0,0,0,0,125.858247,0,0,0,0,140.894925,0,0,0,0,122.213770,0,0,0,0,0
0,0,0,0,0,250.592051,0,0,0,0,110.855171,0,0,0,0,123.644131,0,0,0,0,106.477973,0,0,0,0,0
19.031792,20.842058,23.170655,26.185483,30.098985,233.469420,41.735126,50.162904,60.906487,74.477376,91.435780,85.300046,83.225710,85.327461,91.768769,102.744081,90.902020,83.581089,80.571885,81.692152,86.768567,70.141620,56.798944,46.240507,37.974083,31.565131
0,0,0,0,0,224.375274,0,0,0,0,108.163089,0,0,0,0,118.317820,0,0,0,0,101.329504,0,0,0,0,0
0,0,0,0,0,223.186429,0,0,0,0,120.514772,0,0,0,0,130.217405,0,0,0,0,111.882445,0,0,0,0,0
0,0,0,0,0,229.725426,0,0,0,0,136.492902,0,0,0,0,146.312087,0,0,0,0,125.899327,0,0,0,0,0
23.620251,27.053184,31.481284,37.169602,44.432728,243.764457,65.198893,79.584250,97.298860,118.878896,144.817018,136.778823,133.815276,136.136925,143.882752,157.117145,141.834089,131.987338,127.455369,128.033645,133.438557,109.055869,88.759939,72.108924,58.611196,47.796746
0,0,0,0,0,265.024671,0,0,0,0,205.857213,0,0,0,0,213.346125,0,0,0,0,187.430496,0,0,0,0,0
0,0,0,0,0,293.171507,0,0,0,0,259.777263,0,0,0,0,264.667526,0,0,0,0,235.277492,0,0,0,0,0
0,0,0,0,0,327.807165,0,0,0,0,318.358036,0,0,0,0,320.909103,0,0,0,0,287.222592,0,0,0,0,0
131.210699,161.839706,198.207523,240.809720,290.050821,346.151803,336.130074,333.457853,338.351703,350.745174,370.263928,355.633817,348.097982,347.985951,355.291305,369.671442,347.090849,331.356053,322.584761,320.568018,324.793188,273.968202,228.823300,189.358481,155.363570,126.507606
0,0,0,0,0,464.879226,0,0,0,0,476.533676,0,0,0,0,476.783830,0,0,0,0,445.790144,0,0,0,0,0
0,0,0,0,0,566.011180,0,0,0,0,575.632013,0,0,0,0,575.800564,0,0,0,0,551.911866,0,0,0,0,0
0,0,0,0,0,671.022716,0,0,0,0,678.389229,0,0,0,0,678.496031,0,0,0,0,661.122689,0,0,0,0,0
0,0,0,0,0,779.007978,0,0,0,0,783.982967,0,0,0,0,784.044375,0,0,0,0,772.725583,0,0,0,0,0
0,0,0,0,0,889.003919,0,0,0,0,891.509521,0,0,0,0,891.537133,0,0,0,0,885.957133,0,0,0,0,0
