0,0,0,0,0,940.825993,0,0,0,0,896.794403,0,0,0,0,905.568988,0,0,0,0,896.531977,0,0,0,0,0
0,0,0,0,0,882.299695,0,0,0,0,794.059056,0,0,0,0,811.631674,0,0,0,0,793.535791,0,0,0,0,0
0,0,0,0,0,825.091378,0,0,0,0,692.293743,0,0,0,0,718.709412,0,0,0,0,691.507911,0,0,0,0,0
0,0,0,0,0,769.842957,0,0,0,0,591.974951,0,0,0,0,627.297720,0,0,0,0,590.922953,0,0,0,0,0
119.942448,140.698159,164.426897,191.330097,221.579397,717.166126,292.606129,333.508511,377.995096,425.984573,477.321129,480.461726,486.900116,496.738000,509.993391,526.598225,509.761948,496.272161,486.193949,479.506277,476.101170,424.813394,376.856724,332.392454,291.504030,254.214053
0,0,0,0,0,667.633396,0,0,0,0,434.132316,0,0,0,0,476.300629,0,0,0,0,432.300194,0,0,0,0,0
0,0,0,0,0,621.769994,0,0,0,0,377.222401,0,0,0,0,417.407677,0,0,0,0,374.871715,0,0,0,0,0
0,0,0,0,0,580.046753,0,0,0,0,322.981817,0,0,0,0,361.403321,0,0,0,0,320.100363,0,0,0,0,0
56.040448,65.565094,76.853310,90.141848,105.677262,542.874109,144.497075,168.280298,195.295373,225.756841,259.844139,259.234184,262.586497,270.046210,281.700024,297.570396,281.110166,268.858115,260.783396,256.790895,256.715446,222.846621,192.555988,165.681571,142.014385,121.325420
0,0,0,0,0,510.597251,0,0,0,0,249.301068,0,0,0,0,283.272490,0,0,0,0,244.656747,0,0,0,0,0
0,0,0,0,0,483.492457,0,0,0,0,229.999127,0,0,0,0,261.366298,0,0,0,0,224.122374,0,0,0,0,0
0,0,0,0,0,461.764579,0,0,0,0,213.642628,0,0,0,0,242.792226,0,0,0,0,206.525770,0,0,0,0,0
39.878897,45.993195,53.392477,62.301896,72.969806,445.545618,100.679254,118.312478,138.878025,162.690516,190.075186,187.312670,188.578632,193.992655,203.662075,217.660032,202.243079,191.133222,184.236069,181.423419,182.514523,155.876596,132.676748,112.641271,95.466262,80.849845
0,0,0,0,0,434.894235,0,0,0,0,212.495781,0,0,0,0,237.968169,0,0,0,0,201.172137,0,0,0,0,0
0,0,0,0,0,429.796062,0,0,0,0,227.756070,0,0,0,0,251.752847,0,0,0,0,213.425700,0,0,0,0,0
0,0,0,0,0,430.164688,0,0,0,0,246.062893,0,0,0,0,268.939356,0,0,0,0,228.638867,0,0,0,0,0
54.896587,64.015511,74.854626,87.659972,102.691765,435.843320,140.521878,163.871050,190.535456,220.767174,254.775264,251.177782,251.717126,256.532799,265.697802,279.213609,262.174531,249.437214,240.952113,236.600095,236.188342,204.311782,175.982501,151.012142,129.162045,110.180022
0,0,0,0,0,446.607137,0,0,0,0,320.463335,0,0,0,0,336.646912,0,0,0,0,291.798695,0,0,0,0,0
0,0,0,0,0,462.166386,0,0,0,0,376.553207,0,0,0,0,387.039319,0,0,0,0,339.655969,0,0,0,0,0
0,0,0,0,0,482.170219,0,0,0,0,435.680541,0,0,0,0,440.572570,0,0,0,0,390.289305,0,0,0,0,0
245.656674,284.337319,327.447652,375.130149,427.470631,484.457149,476.905360,473.943232,475.518153,481.464037,491.503052,482.996510,478.387085,477.756344,481.073922,488.197021,468.988310,453.478362,441.706315,433.604937,429.003215,381.163566,336.752875,295.878723,258.558899,224.757816
0,0,0,0,0,582.836709,0,0,0,0,576.935814,0,0,0,0,576.464904,0,0,0,0,532.325465,0,0,0,0,0
0,0,0,0,0,662.514313,0,0,0,0,658.539347,0,0,0,0,658.225663,0,0,0,0,623.215247,0,0,0,0,0
0,0,0,0,0,744.678771,0,0,0,0,742.134535,0,0,0,0,741.935094,0,0,0,0,715.857385,0,0,0,0,0
0,0,0,0,0,828.732899,0,0,0,0,827.245895,0,0,0,0,827.129591,0,0,0,0,809.831365,0,0,0,0,0
0,0,0,0,0,914.055121,0,0,0,0,913.375092,0,0,0,0,913.321789,0,0,0,0,904.698385,0,0,0,0,0
