0,0,0,0,0,985.712684,0,0,0,0,939.691760,0,0,0,0,947.743396,0,0,0,0,939.153085,0,0,0,0,0
0,0,0,0,0,971.474936,0,0,0,0,879.485305,0,0,0,0,895.580342,0,0,0,0,878.411967,0,0,0,0,0
0,0,0,0,0,957.368425,0,0,0,0,819.518488,0,0,0,0,843.639973,0,0,0,0,817.913617,0,0,0,0,0
0,0,0,0,0,943.465306,0,0,0,0,759.918707,0,0,0,0,792.041145,0,0,0,0,757.786017,0,0,0,0,0
371.162237,397.959163,425.979395,455.206845,485.618651,929.835216,549.869432,583.628135,618.410743,654.160129,690.813319,697.774356,705.568539,714.188426,723.621216,733.848290,723.131897,713.209251,704.098444,695.811782,688.352548,651.787901,616.120603,581.417057,547.734180,515.122255
0,0,0,0,0,916.544515,0,0,0,0,664.851008,0,0,0,0,706.225906,0,0,0,0,661.238782,0,0,0,0,0
0,0,0,0,0,903.655587,0,0,0,0,629.582345,0,0,0,0,672.203905,0,0,0,0,625.022020,0,0,0,0,0
0,0,0,0,0,891.226197,0,0,0,0,595.077636,0,0,0,0,638.910786,0,0,0,0,589.580740,0,0,0,0,0
271.270415,293.360940,316.770131,341.515335,367.607797,879.308941,423.846228,453.980203,485.436743,518.190508,552.218908,558.947787,566.918583,576.120892,586.546514,598.186685,585.365963,573.758879,563.373311,554.216636,546.285788,512.518042,480.007163,448.787563,418.883802,390.312616
0,0,0,0,0,867.950792,0,0,0,0,549.320818,0,0,0,0,593.340337,0,0,0,0,540.917499,0,0,0,0,0
0,0,0,0,0,857.192784,0,0,0,0,538.150616,0,0,0,0,581.156462,0,0,0,0,527.796791,0,0,0,0,0
0,0,0,0,0,847.069823,0,0,0,0,527.902945,0,0,0,0,569.886985,0,0,0,0,515.653788,0,0,0,0,0
240.540109,261.111513,283.034619,306.338795,331.047590,837.610621,384.740523,413.737369,444.163228,476.004206,509.278978,514.873421,521.884080,530.274216,540.038688,551.184736,537.451838,525.099721,514.120408,504.518415,496.287096,463.629714,432.357468,402.492012,374.044915,347.019571
0,0,0,0,0,828.837674,0,0,0,0,531.096088,0,0,0,0,568.998715,0,0,0,0,512.931318,0,0,0,0,0
0,0,0,0,0,820.767216,0,0,0,0,544.543685,0,0,0,0,579.389481,0,0,0,0,522.361387,0,0,0,0,0
0,0,0,0,0,813.409107,0,0,0,0,558.927266,0,0,0,0,590.713676,0,0,0,0,532.788179,0,0,0,0,0
276.002760,298.584508,322.527076,347.848657,374.560939,806.766697,432.168751,463.050676,495.295295,528.874959,563.762324,567.503969,572.520750,578.807159,586.357439,595.162852,580.800470,567.694494,555.855031,545.289402,535.992280,502.350766,470.005329,438.989273,409.324043,381.023049
0,0,0,0,0,800.836737,0,0,0,0,614.098100,0,0,0,0,633.680664,0,0,0,0,575.028146,0,0,0,0,0
0,0,0,0,0,795.609412,0,0,0,0,654.810964,0,0,0,0,665.247759,0,0,0,0,606.759044,0,0,0,0,0
0,0,0,0,0,791.068506,0,0,0,0,696.316063,0,0,0,0,697.598124,0,0,0,0,639.322272,0,0,0,0,0
572.975132,610.202510,648.643186,688.223539,728.860010,770.453414,762.348907,755.113192,748.757911,743.280279,738.666388,734.431183,731.055656,728.550082,726.914455,726.138113,711.930262,698.595080,686.156769,674.629179,664.012720,627.755299,592.474233,558.234277,525.086620,493.075351
0,0,0,0,0,821.679712,0,0,0,0,781.133048,0,0,0,0,774.570800,0,0,0,0,726.146126,0,0,0,0,0
0,0,0,0,0,856.703369,0,0,0,0,824.264438,0,0,0,0,819.016548,0,0,0,0,780.223443,0,0,0,0,0
0,0,0,0,0,892.157783,0,0,0,0,867.828573,0,0,0,0,863.893829,0,0,0,0,834.767387,0,0,0,0,0
0,0,0,0,0,927.934436,0,0,0,0,911.715697,0,0,0,0,909.093062,0,0,0,0,889.659738,0,0,0,0,0
0,0,0,0,0,963.922022,0,0,0,0,955.813544,0,0,0,0,954.502312,0,0,0,0,944.780213,0,0,0,0,0
