0,0,0,0,0,729.193398,0,0,0,0,728.369386,0,0,0,0,728.372689,0,0,0,0,728.356305,0,0,0,0,0
0,0,0,0,0,492.676784,0,0,0,0,490.409886,0,0,0,0,490.421335,0,0,0,0,490.384251,0,0,0,0,0
0,0,0,0,0,310.338218,0,0,0,0,305.056905,0,0,0,0,305.089929,0,0,0,0,305.014066,0,0,0,0,0
0,0,0,0,0,184.339307,0,0,0,0,172.764537,0,0,0,0,172.852997,0,0,0,0,172.694453,0,0,0,0,0
10.552670,10.678066,10.763390,10.873527,11.087692,105.084283,12.748549,15.526230,21.866838,35.551433,62.978855,37.163815,26.417659,26.460040,37.343070,63.497114,37.273624,26.330481,26.246698,36.979263,62.835449,35.325096,21.610740,15.264695,12.486919,11.267074
0,0,0,0,0,59.078338,0,0,0,0,47.520276,0,0,0,0,47.598762,0,0,0,0,47.400482,0,0,0,0,0
0,0,0,0,0,34.146800,0,0,0,0,28.876834,0,0,0,0,28.886647,0,0,0,0,28.719170,0,0,0,0,0
0,0,0,0,0,21.412767,0,0,0,0,19.074648,0,0,0,0,19.042643,0,0,0,0,18.834893,0,0,0,0,0
10.806504,10.844506,10.905982,10.986550,11.085333,15.235296,11.349084,11.537405,11.821814,12.353768,13.344667,12.659374,12.392193,12.355678,12.568687,13.265260,12.228048,11.738867,11.622431,11.899363,12.860337,11.670841,11.137647,10.908922,10.802960,10.754705
0,0,0,0,0,12.372033,0,0,0,0,12.161490,0,0,0,0,12.062161,0,0,0,0,11.759472,0,0,0,0,0
0,0,0,0,0,11.100176,0,0,0,0,11.429023,0,0,0,0,11.282754,0,0,0,0,10.912545,0,0,0,0,0
0,0,0,0,0,10.563276,0,0,0,0,11.341209,0,0,0,0,11.126290,0,0,0,0,10.597027,0,0,0,0,0
10.861531,10.909481,10.990003,11.100910,11.245539,10.364993,11.664188,11.946456,12.258464,12.537821,12.233648,14.708714,13.483985,15.215318,13.772875,11.863684,12.000564,11.765786,11.485561,11.171217,10.711959,10.862366,10.865011,10.838659,10.802906,10.774842
0,0,0,0,0,10.348698,0,0,0,0,11.210510,0,0,0,0,10.995249,0,0,0,0,10.466256,0,0,0,0,0
0,0,0,0,0,10.499958,0,0,0,0,11.072902,0,0,0,0,10.925566,0,0,0,0,10.556194,0,0,0,0,0
0,0,0,0,0,10.934117,0,0,0,0,11.339153,0,0,0,0,11.236879,0,0,0,0,10.936489,0,0,0,0,0
10.806457,10.844388,10.905622,10.985446,11.082014,11.960666,11.321322,11.460651,11.616953,11.828458,12.058172,12.109607,12.111637,12.074276,12.015270,11.967662,11.674622,11.457428,11.341754,11.349208,11.572619,11.145110,10.932552,10.831772,10.774082,10.741648
0,0,0,0,0,14.242058,0,0,0,0,14.466677,0,0,0,0,14.418927,0,0,0,0,14.221484,0,0,0,0,0
0,0,0,0,0,19.080237,0,0,0,0,19.249597,0,0,0,0,19.220504,0,0,0,0,19.077278,0,0,0,0,0
0,0,0,0,0,28.850871,0,0,0,0,29.003262,0,0,0,0,28.983907,0,0,0,0,28.845315,0,0,0,0,0
10.916612,11.495590,12.779819,15.838399,22.813480,37.702407,23.589459,18.019676,18.077797,23.777579,38.052311,23.837545,18.193269,18.186977,23.820303,38.033830,23.739540,18.032090,17.972864,23.548325,37.680533,22.775943,15.797201,12.738590,11.456583,10.883534
0,0,0,0,0,99.789670,0,0,0,0,99.888967,0,0,0,0,99.879673,0,0,0,0,99.780278,0,0,0,0,0
0,0,0,0,0,182.009687,0,0,0,0,182.061831,0,0,0,0,182.056245,0,0,0,0,182.003194,0,0,0,0,0
0,0,0,0,0,309.350511,0,0,0,0,309.379419,0,0,0,0,309.376010,0,0,0,0,309.345957,0,0,0,0,0
0,0,0,0,0,492.276697,0,0,0,0,492.293135,0,0,0,0,492.291084,0,0,0,0,492.273607,0,0,0,0,0
0,0,0,0,0,729.053062,0,0,0,0,729.061305,0,0,0,0,729.060250,0,0,0,0,729.051318,0,0,0,0,0
